feature_name,decision,mask_rule,reason,notes
evt_status_code__550,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3750,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__4600,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__4607,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3205,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3160,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6682,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__805,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__570,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6515,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6111,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1815,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__7016,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1510,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3260,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3555,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2600,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2605,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_service_category__temperature_error_22,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3125,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6350,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1924,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__55,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_service_category__wec_shutdown_1,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__4215,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6750,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1920,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__305,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__725,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1320,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__422,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__700,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__735,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2920,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2930,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2950,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__246,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1050,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1548,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2660,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__5730,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6300,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6630,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__714,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__670,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__583,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__564,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3575,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1725,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__658,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__435,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__5510,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__4500,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2673,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3820,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6054,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1630,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1160,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1161,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__711,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__713,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6432,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1150,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2110,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__7335,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__200,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3800,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__415,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__4225,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3805,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1065,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3200,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__7003,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__5600,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__75,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__47,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__45,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__856,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__248,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__2510,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__5710,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__6056,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__412,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3410,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__3650,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1700,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__517,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__100120,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__1729,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__630,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_status_code__108,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
evt_service_category__techical_curtailments_just_for_calculation,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_any_active,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_active_count,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_total_overlap_seconds,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_informational_active,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_warning_active,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_stop_active,keep,,Retained because it is part of the current graph forecasting feature packs.,
farm_evt_status__informational,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9510,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status__warning,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7505,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9000,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_iec_category__partial_performance,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9200,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_iec_category__requested_shutdown,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status__communication,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9997,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__250,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7008,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__100090,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__100140,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__251,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status__stop,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7335,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7515,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7526,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7528,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9620,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9640,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9660,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7518,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7519,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7501,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7502,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7503,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7504,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7506,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7507,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7512,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7513,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__100300,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__26,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__253,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9150,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9500,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__8100,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__8102,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__0,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_iec_category__full_performance,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9003,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9004,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__3500,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__9520,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7302,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7301,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7300,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__3530,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__3545,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__150,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7324,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_status_code__7325,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
farm_evt_service_category__wec_shutdown_1,drop,,Out of scope for the current graph forecasting feature packs; keeping it would increase cache and maintenance cost without current downstream use.,
